query	code	rev	size	ac	org	taxid	NCBI_DNA	NCBI_AA	ip	pfam
C2BUQ7										
Q8I2V6	Q8I2V6_PLAF7	Unreviewed	242	Q8I2V6	Plasmodium falciparum (isolate 3D7).	36329	AL844508	CAD51879.1	IPR011078	PF01168
A5UYA9	A5UYA9_ROSS1	Unreviewed	244	A5UYA9	Roseiflexus sp. (strain RS-1).	357808	CP000686	ABQ91612.1	IPR011078	PF01168
B0CZM9	B0CZM9_LACBS	Unreviewed	186	B0CZM9	laccata var. bicolor).	486041	DS547094	EDR12178.1	IPR011078	PF01168
A9NQA6	A9NQA6_PICSI	Unreviewed	218	A9NQA6	Picea sitchensis (Sitka spruce).	3332	EF083470	ABK22817.1	IPR011078	PF01168
Q5QT25	Q5QT25_ORYSA	Unreviewed	220	Q5QT25	Oryza sativa (Rice).	4530	AJ441305	CAD29783.1	IPR011078	PF01168
B1VPC7	B1VPC7_STRGG	Unreviewed	343	B1VPC7	Streptomyces griseus subsp. griseus (strain JCM 4626 / NBRC 13350).	455632	AP009493	BAG20506.1	IPR001608	PF01168
B4V9L0	B4V9L0_9ACTO	Unreviewed	343	B4V9L0	Streptomyces sp. Mg1.	465541	DS570413	EDX24647.1	IPR001608	PF01168
B5GXA8	B5GXA8_STRCL	Unreviewed	343	B5GXA8	Streptomyces clavuligerus ATCC 27064.	443255	DS570661	EDY50954.1	IPR001608	PF01168
Q82FG1	Q82FG1_STRAW	Unreviewed	343	Q82FG1	Streptomyces avermitilis.	33903	BA000030	BAC72004.1	IPR001608	PF01168
B5H610	B5H610_STRPR	Unreviewed	343	B5H610	Streptomyces pristinaespiralis ATCC 25486.	457429	CM000950	EDY62271.1	IPR001608	PF01168
Q9X8T9	Q9X8T9_STRCO	Unreviewed	343	Q9X8T9	Streptomyces coelicolor.	1902	AL939118	CAB42731.1	IPR001608	PF01168
B5GHS4	B5GHS4_9ACTO	Unreviewed	343	B5GHS4	Streptomyces sp. SPB74.	465543	GG770539	EDY45870.2	IPR001608	PF01168
B5I5U2	B5I5U2_9ACTO	Unreviewed	343	B5I5U2	Streptomyces sviceus ATCC 29083.	463191	CM000951	EDY60447.1	IPR001608	PF01168
A1AWV3	A1AWV3_RUTMC	Unreviewed	350	A1AWV3	Ruthia magnifica subsp. Calyptogena magnifica.	413404	CP000488	ABL02410.1	IPR001608	PF01168
C4C4X5										
C3WL15	C3WL15_9FUSO	Unreviewed	354	C3WL15	Fusobacterium sp. 2_1_31.	469599	GG657937	EEO38571.1	IPR020622	PF01168
C3WZB5	C3WZB5_9FUSO	Unreviewed	354	C3WZB5	Fusobacterium sp. 7_1.	457405	GG658012	EEO43221.1	IPR020622	PF01168
A5TXW9	A5TXW9_FUSNP	Unreviewed	354	A5TXW9	Fusobacterium nucleatum subsp. polymorphum ATCC 10953.	393480	CM000440	EDK89744.1	IPR020622	PF01168
Q8RGA2	ALR_FUSNN	Reviewed	354	Q8RGA2	Fusobacterium nucleatum subsp. nucleatum.	76856	AE009951	AAL94609.1	IPR020622	PF01168
Q0BWC0	Q0BWC0_HYPNA	Unreviewed	222	Q0BWC0	Hyphomonas neptunium (strain ATCC 15444).	228405	CP000158	ABI77775.1	IPR011078	PF01168
Q2N782	Q2N782_ERYLH	Unreviewed	220	Q2N782	Erythrobacter litoralis (strain HTCC2594).	314225	CP000157	ABC64459.1	IPR011078	PF01168
B9EC00	B9EC00_MACCJ	Unreviewed	360	B9EC00	Macrococcus caseolyticus (strain JCSC5402).	458233	AP009484	BAH17761.1	IPR001608	PF01168
A4U2Y9	A4U2Y9_9PROT	Unreviewed	223	A4U2Y9	Magnetospirillum gryphiswaldense.	55518	CU459003	CAM77246.1	IPR011078	PF01168
A1SQT4	A1SQT4_NOCSJ	Unreviewed	351	A1SQT4	Nocardioides sp. (strain BAA-499 / JS614).	196162	CP000509	ABL84169.1	IPR001608	PF01168
Q2J366	Q2J366_RHOP2	Unreviewed	221	Q2J366	Rhodopseudomonas palustris (strain HaA2).	316058	CP000250	ABD05094.1	IPR011078	PF01168
Q13E13	Q13E13_RHOPS	Unreviewed	221	Q13E13	Rhodopseudomonas palustris (strain BisB5).	316057	CP000283	ABE37676.1	IPR011078	PF01168
C3WU09	C3WU09_9FUSO	Unreviewed	356	C3WU09	Fusobacterium sp. 4_1_13.	469606	GG658002	EEO41365.1	IPR020622	PF01168
Q07UN3	Q07UN3_RHOP5	Unreviewed	221	Q07UN3	Rhodopseudomonas palustris (strain BisA53).	316055	CP000463	ABJ04351.1	IPR011078	PF01168
C4BX69										
Q1YE37	Q1YE37_MOBAS	Unreviewed	224	Q1YE37	Manganese-oxidizing bacterium (strain SI85-9A1).	287752	AAPJ01000009	EAS48562.1	IPR011078	PF01168
B6R644	B6R644_9RHOB	Unreviewed	225	B6R644	Pseudovibrio sp. JE062.	439495	DS996810	EEA93711.1	IPR011078	PF01168
P63483	ALR2_STAAN	Reviewed	361	P63483	Staphylococcus aureus (strain N315).	158879	BA000018	BAB42491.1	IPR001608	PF01168
Q6G9G2	Q6G9G2_STAAS	Unreviewed	361	Q6G9G2	Staphylococcus aureus (strain MSSA476).	282459	BX571857	CAG43116.1	IPR001608	PF01168
A5IST1	A5IST1_STAA9	Unreviewed	361	A5IST1	Staphylococcus aureus (strain JH9).	359786	CP000703	ABQ49254.1	IPR001608	PF01168
P63482	ALR2_STAAM	Reviewed	361	P63482	Staphylococcus aureus (strain Mu50 / ATCC 700699).	158878	BA000017	BAB57561.1	IPR001608	PF01168
Q2YY20	Q2YY20_STAAB	Unreviewed	361	Q2YY20	Staphylococcus aureus (strain bovine RF122 / ET3-1).	273036	AJ938182	CAI80943.1	IPR001608	PF01168
C2GC81	C2GC81_STAAU	Unreviewed	361	C2GC81	Staphylococcus aureus subsp. aureus TCH60.	548473	ACHC01000048	EEJ61322.1	IPR001608	PF01168
Q5HPE3	Q5HPE3_STAEQ	Unreviewed	357	Q5HPE3	Staphylococcus epidermidis (strain ATCC 35984 / RP62A).	176279	CP000029	AAW54301.1	IPR001608	PF01168
Q8NWS2	Q8NWS2_STAAW	Unreviewed	361	Q8NWS2	Staphylococcus aureus (strain MW2).	196620	BA000033	BAB95152.1	IPR001608	PF01168
A7X277	A7X277_STAA1	Unreviewed	361	A7X277	Staphylococcus aureus (strain Mu3 / ATCC 700698).	418127	AP009324	BAF78270.1	IPR001608	PF01168
A8Z3X7	A8Z3X7_STAAT	Unreviewed	361	A8Z3X7	Staphylococcus aureus (strain USA300 / TCH1516).	451516	CP000730	ABX29345.1	IPR001608	PF01168
Q5HG21	ALR2_STAAC	Reviewed	361	Q5HG21	Staphylococcus aureus (strain COL).	93062	CP000046	AAW38179.1	IPR001608	PF01168
A6QGV0	A6QGV0_STAAE	Unreviewed	361	A6QGV0	Staphylococcus aureus (strain Newman).	426430	AP009351	BAF67582.1	IPR001608	PF01168
C2M0I6	C2M0I6_STAHO	Unreviewed	357	C2M0I6	Staphylococcus hominis SK119.	629742	ACLP01000030	EEK11442.1	IPR001608	PF01168
Q6GH09	Q6GH09_STAAR	Unreviewed	361	Q6GH09	Staphylococcus aureus (strain MRSA252).	282458	BX571856	CAG40408.1	IPR001608	PF01168
A6U1M0	A6U1M0_STAA2	Unreviewed	361	A6U1M0	Staphylococcus aureus (strain JH1).	359787	CP000736	ABR52338.1	IPR001608	PF01168
C2K8F9										
Q2FH39	Q2FH39_STAA3	Unreviewed	361	Q2FH39	Staphylococcus aureus (strain USA300).	367830	CP000255	ABD21660.1	IPR001608	PF01168
Q8CP94	Q8CP94_STAES	Unreviewed	357	Q8CP94	Staphylococcus epidermidis (strain ATCC 12228).	176280	AE015929	AAO04676.1	IPR001608	PF01168
Q1D913	Q1D913_MYXXD	Unreviewed	227	Q1D913	Myxococcus xanthus (strain DK 1622).	246197	CP000113	ABF90783.1	IPR011078	PF01168
Q9EZ08	ALR2_STAA8	Reviewed	361	Q9EZ08	Staphylococcus aureus (strain NCTC 8325).	93061	CP000253	ABD30494.1	IPR001608	PF01168
C1XEM9										
B9DM76	B9DM76_STACT	Unreviewed	356	B9DM76	Staphylococcus carnosus (strain TM300).	396513	AM295250	CAL28587.1	IPR001608	PF01168
Q4L6A4	Q4L6A4_STAHJ	Unreviewed	358	Q4L6A4	Staphylococcus haemolyticus (strain JCSC1435).	279808	AP006716	BAE04821.1	IPR001608	PF01168
B9DP03	B9DP03_STACT	Unreviewed	358	B9DP03	Staphylococcus carnosus (strain TM300).	396513	AM295250	CAL27951.1	IPR001608	PF01168
B9CRV7	B9CRV7_STACP	Unreviewed	358	B9CRV7	Staphylococcus capitis SK14.	553212	ACFR01000003	EEE49581.1	IPR001608	PF01168
C4WAV9	C4WAV9_STAWA	Unreviewed	358	C4WAV9	Staphylococcus warneri L37603.	596319	ACPZ01000035	EEQ79940.1	IPR001608	PF01168
A5JJK4	A5JJK4_BORBU	Unreviewed	352	A5JJK4	Borrelia burgdorferi (Lyme disease spirochete).	139	EF537502	ABQ43056.1	IPR020622	PF01168
A4AUZ9	A4AUZ9_9FLAO	Unreviewed	226	A4AUZ9	Flavobacteriales bacterium HTCC2170.	313603	AAOC01000007	EAR00402.1	IPR011078	PF01168
A5ILY6	A5ILY6_THEP1	Unreviewed	353	A5ILY6	Thermotoga petrophila (strain RKU-1 / ATCC BAA-488 / DSM 13995).	390874	CP000702	ABQ47209.1	IPR001608	PF01168
B1LBA6	B1LBA6_THESQ	Unreviewed	353	B1LBA6	Thermotoga sp. (strain RQ2).	126740	CP000969	ACB09604.1	IPR001608	PF01168
B4X1G1	B4X1G1_9GAMM	Unreviewed	229	B4X1G1	Alcanivorax sp. DG881.	236097	DS989915	EDX91078.1	IPR011078	PF01168
B0K988	B0K988_THEP3	Unreviewed	354	B0K988	(Clostridium thermohydrosulfuricum).	340099	CP000924	ABY94701.1	IPR001608	PF01168
B0CBS1	B0CBS1_ACAM1	Unreviewed	228	B0CBS1	Acaryochloris marina (strain MBIC 11017).	329726	CP000828	ABW30321.1	IPR011078	PF01168
B0SPC1	B0SPC1_LEPBP	Unreviewed	232	B0SPC1	Paris).	456481	CP000786	ABZ97445.1	IPR011078	PF01168
B0K0P5	B0K0P5_THEPX	Unreviewed	354	B0K0P5	Thermoanaerobacter sp. (strain X514).	399726	CP000923	ABY92770.1	IPR001608	PF01168
B0SG79	B0SG79_LEPBA	Unreviewed	232	B0SG79	Leptospira biflexa serovar Patoc (strain Patoc 1 / Ames).	355278	CP000777	ABZ93803.1	IPR011078	PF01168
A3J6F1	A3J6F1_9FLAO	Unreviewed	357	A3J6F1	Flavobacteria bacterium BAL38.	391598	AAXX01000005	EAZ94850.1	IPR001608	PF01168
C1FW08	C1FW08_CLOST	Unreviewed	353	C1FW08	Clostridium sticklandii DSM 519.	499177	CU695250	CAQ42981.1	IPR001608	PF01168
C5BLK2	C5BLK2_TERTT	Unreviewed	228	C5BLK2	Teredinibacter turnerae (strain ATCC 39867 / T7901).	377629	CP001614	ACR14731.1	IPR011078	PF01168
B1C7W6	B1C7W6_9FIRM	Unreviewed	352	B1C7W6	Anaerofustis stercorihominis DSM 17244.	445971	ABIL02000005	EDS73103.1	IPR001608	PF01168
A8MGL0	A8MGL0_ALKOO	Unreviewed	354	A8MGL0	(strain OhILAs)).	350688	CP000853	ABW19233.1	IPR001608	PF01168
C0A644	C0A644_9BACT	Unreviewed	375	C0A644	Opitutaceae bacterium TAV2.	278957	ABEA02000025	EEG21062.1	IPR020622	PF01168
B3PMG1	B3PMG1_MYCA5	Unreviewed	352	B3PMG1	Mycoplasma arthritidis (strain 158L3-1).	243272	CP001047	ACF07213.1	IPR001608	PF01168
Q188N5	Q188N5_CLOD6	Unreviewed	354	Q188N5	Clostridium difficile (strain 630).	272563	AM180355	CAJ67274.1	IPR001608	PF01168
B1CBQ6	B1CBQ6_9FIRM	Unreviewed	354	B1CBQ6	Anaerofustis stercorihominis DSM 17244.	445971	ABIL02000006	EDS71703.1	IPR001608	PF01168
Q31EJ7	Q31EJ7_THICR	Unreviewed	227	Q31EJ7	Thiomicrospira crunogena (strain XCL-2).	317025	CP000109	ABB42426.1	IPR011078	PF01168
C0N1G8	C0N1G8_9GAMM	Unreviewed	231	C0N1G8	Methylophaga thiooxidans DMS010.	637616	GG657882	EEF81370.1	IPR011078	PF01168
Q9K1N3	Q9K1N3_NEIMB	Unreviewed	228	Q9K1N3	Neisseria meningitidis serogroup B.	491	AE002098	AAF40522.1	IPR011078	PF01168
A9BJV0	A9BJV0_PETMO	Unreviewed	354	A9BJV0	Petrotoga mobilis (strain DSM 10674 / SJ95).	403833	CP000879	ABX31693.1	IPR001608	PF01168
B9Z7L6	B9Z7L6_9NEIS	Unreviewed	231	B9Z7L6	Lutiella nitroferrum 2002.	279714	ACIS01000010	EEG07152.1	IPR011078	PF01168
A1IP69	A1IP69_NEIMA	Unreviewed	228	A1IP69	Neisseria meningitidis serogroup A.	65699	AL157959	CAM07528.1	IPR011078	PF01168
Q3SL00	Q3SL00_THIDA	Unreviewed	236	Q3SL00	Thiobacillus denitrificans (strain ATCC 25259).	292415	CP000116	AAZ96621.1	IPR011078	PF01168
B7GLH6	B7GLH6_ANOFW	Unreviewed	366	B7GLH6	Anoxybacillus flavithermus (strain DSM 21510 / WK1).	491915	CP000922	ACJ34402.1	IPR001608	PF01168
Q7P1N5	Q7P1N5_CHRVO	Unreviewed	231	Q7P1N5	Chromobacterium violaceum.	536	AE016825	AAQ57857.1	IPR011078	PF01168
Q5WFH8	Q5WFH8_BACSK	Unreviewed	229	Q5WFH8	Bacillus clausii (strain KSM-K16).	66692	AP006627	BAD64882.1	IPR011078	PF01168
A9LZV1	A9LZV1_NEIM0	Unreviewed	228	A9LZV1	Neisseria meningitidis serogroup C (strain 053442).	374833	CP000381	ABX72283.1	IPR011078	PF01168
A9BHU5	A9BHU5_PETMO	Unreviewed	231	A9BHU5	Petrotoga mobilis (strain DSM 10674 / SJ95).	403833	CP000879	ABX32060.1	IPR011078	PF01168
Q07Z65	Q07Z65_SHEFN	Unreviewed	228	Q07Z65	Shewanella frigidimarina (strain NCIMB 400).	318167	CP000447	ABI72699.1	IPR011078	PF01168
A3TJT1	A3TJT1_9MICO	Unreviewed	232	A3TJT1	Janibacter sp. HTCC2649.	313589	AAMN01000002	EAP98636.1	IPR011078	PF01168
B0TI84	B0TI84_HELMI	Unreviewed	394	B0TI84	Heliobacterium modesticaldum (strain ATCC 51547 / Ice1).	498761	CP000930	ABZ83504.1	IPR020622	PF01168
B7S0Q0	B7S0Q0_9GAMM	Unreviewed	230	B7S0Q0	marine gamma proteobacterium HTCC2148.	247634	DS999232	EEB77763.1	IPR011078	PF01168
C1D9D0	C1D9D0_LARHH	Unreviewed	233	C1D9D0	Laribacter hongkongensis (strain HLHK9).	557598	CP001154	ACO73029.1	IPR011078	PF01168
Q2L0P3	Q2L0P3_BORA1	Unreviewed	232	Q2L0P3	Bordetella avium (strain 197N).	360910	AM167904	CAJ47799.1	IPR011078	PF01168
B2KCU8	B2KCU8_ELUMP	Unreviewed	229	B2KCU8	Elusimicrobium minutum (strain Pei191).	445932	CP001055	ACC98344.1	IPR011078	PF01168
Q1K214	Q1K214_DESAC	Unreviewed	230	Q1K214	Desulfuromonas acetoxidans DSM 684.	281689	AAEW02000004	EAT16625.1	IPR011078	PF01168
A5FCB3	A5FCB3_FLAJ1	Unreviewed	243	A5FCB3	(Cytophaga johnsonae).	376686	CP000685	ABQ07150.1	IPR011078	PF01168
B1CBW2	B1CBW2_9FIRM	Unreviewed	231	B1CBW2	Anaerofustis stercorihominis DSM 17244.	445971	ABIL02000006	EDS71759.1	IPR011078	PF01168
C1S1L9										
B8FH15	B8FH15_DESAA	Unreviewed	233	B8FH15	Desulfatibacillum alkenivorans (strain AK-01).	439235	CP001322	ACL02103.1	IPR011078	PF01168
B9ZKB6										
C2FUN3	C2FUN3_9SPHI	Unreviewed	244	C2FUN3	Sphingobacterium spiritivorum ATCC 33300.	525372	ACHB01000025	EEI93366.1	IPR011078	PF01168
C1TTS1										
C5BCR9	C5BCR9_EDWI9	Unreviewed	236	C5BCR9	Edwardsiella ictaluri (strain 93-146).	634503	CP001600	ACR67525.1	IPR011078	PF01168
C5BPP6	C5BPP6_TERTT	Unreviewed	382	C5BPP6	Teredinibacter turnerae (strain ATCC 39867 / T7901).	377629	CP001614	ACR10775.1	IPR001608	PF01168
C0YQV5	C0YQV5_9FLAO	Unreviewed	246	C0YQV5	Chryseobacterium gleum ATCC 35910.	525257	ACKQ01000042	EEI42935.1	IPR011078	PF01168
B9N8E2	B9N8E2_POPTR	Unreviewed	238	B9N8E2	subsp. trichocarpa).	3694	DS017324	EEF10874.1	IPR011078	PF01168
A7QUJ8										
A4RRN1	A4RRN1_OSTLU	Unreviewed	237	A4RRN1	Ostreococcus lucimarinus (strain CCE9901).	436017	CP000581	ABO93889.1	IPR011078	PF01168
Q72G12	Q72G12_DESVH	Unreviewed	237	Q72G12	8303).	882	AE017285	AAS94535.1	IPR011078	PF01168
Q12KR5	Q12KR5_SHEDO	Unreviewed	235	Q12KR5	Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013).	318161	CP000302	ABE55961.1	IPR011078	PF01168
B8GBD2	B8GBD2_CHLAD	Unreviewed	242	B8GBD2	Chloroflexus aggregans (strain MD-66 / DSM 9485).	326427	CP001337	ACL24760.1	IPR011078	PF01168
B9LLS9	B9LLS9_CHLSY	Unreviewed	246	B9LLS9	Chloroflexus aurantiacus (strain ATCC 29364 / DSM 637 / Y-400-fl).	480224	CP001364	ACM52435.1	IPR011078	PF01168
A9WHP2	A9WHP2_CHLAA	Unreviewed	246	A9WHP2	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl).	324602	CP000909	ABY34160.1	IPR011078	PF01168
A4QUD4	A4QUD4_MAGGR	Unreviewed	251	A4QUD4	Magnaporthe grisea (Rice blast fungus) (Pyricularia grisea).	148305	CH476820	EDJ95646.1	IPR011078	PF01168
A2VD65	A2VD65_XENLA	Unreviewed	261	A2VD65	Xenopus laevis (African clawed frog).	8355	BC129541	AAI29542.1	IPR011078	PF01168
C2KU04	C2KU04_9ACTO	Unreviewed	281	C2KU04	Mobiluncus mulieris ATCC 35243.	585199	ACKW01000055	EEJ52960.1	IPR011078	PF01168
C5LX47	C5LX47_9ALVE	Unreviewed	173	C5LX47	Perkinsus marinus ATCC 50983.	423536	GG686365	EEQ98695.1	IPR011078	PF01168
C1WLQ2										
O67687	ALR_AQUAE	Reviewed	338	O67687	Aquifex aeolicus.	63363	AE000657	AAC07650.1	IPR020622	PF01168
Q9RER4	ALR_AQUPY	Reviewed	341	Q9RER4	Aquifex pyrophilus.	2714	AF212103	AAF23014.1	IPR020622	PF01168
B4U983	B4U983_HYDS0	Unreviewed	343	B4U983	Hydrogenobaculum sp. (strain Y04AAS1).	380749	CP001130	ACG57694.1	IPR001608	PF01168
Q28RK6	ALR_JANSC	Reviewed	342	Q28RK6	Jannaschia sp. (strain CCS1).	290400	CP000264	ABD54656.1	IPR020622	PF01168
A4EK57	A4EK57_9RHOB	Unreviewed	345	A4EK57	Roseobacter sp. CCS2.	391593	AAYB01000003	EBA11604.1	IPR020622	PF01168
Q163V1	ALR_ROSDO	Reviewed	344	Q163V1	sp. (strain OCh 114)) (Roseobacter denitrificans).	375451	CP000362	ABG32742.1	IPR020622	PF01168
A3SWS9	A3SWS9_9RHOB	Unreviewed	344	A3SWS9	Sulfitobacter sp. NAS-14.1.	314267	AALZ01000003	EAP80980.1	IPR020622	PF01168
A9GZK6	A9GZK6_9RHOB	Unreviewed	344	A9GZK6	Roseobacter litoralis Och 149.	391595	ABIG01000002	EDQ18636.1	IPR020622	PF01168
A4EYY1	A4EYY1_9RHOB	Unreviewed	345	A4EYY1	Roseobacter sp. SK209-2-6.	388739	AAYC01000012	EBA15282.1	IPR020622	PF01168
A3X7X4	A3X7X4_9RHOB	Unreviewed	345	A3X7X4	Roseobacter sp. MED193.	314262	AANB01000003	EAQ46077.1	IPR020622	PF01168
B5J4C7	B5J4C7_9RHOB	Unreviewed	345	B5J4C7	Octadecabacter antarcticus 307.	391626	DS990574	EDY76909.1	IPR020622	PF01168
A3V441	A3V441_9RHOB	Unreviewed	345	A3V441	Loktanella vestfoldensis SKA53.	314232	AAMS01000003	EAQ07248.1	IPR020622	PF01168
Q0FKD1	Q0FKD1_9RHOB	Unreviewed	345	Q0FKD1	Roseovarius sp. HTCC2601.	314265	AATQ01000041	EAU44634.1	IPR020622	PF01168
A3SPF5	A3SPF5_9RHOB	Unreviewed	345	A3SPF5	Roseovarius nubinhibens ISM.	89187	AALY01000002	EAP76345.1	IPR020622	PF01168
A6DZY7	A6DZY7_9RHOB	Unreviewed	345	A6DZY7	Roseovarius sp. TM1035.	391613	ABCL01000004	EDM31910.1	IPR020622	PF01168
Q1GFQ4	ALR_SILST	Reviewed	345	Q1GFQ4	Silicibacter sp. (strain TM1040).	292414	CP000377	ABF64512.1	IPR001608	PF01168
A3SBD0	A3SBD0_9RHOB	Unreviewed	344	A3SBD0	Sulfitobacter sp. EE-36.	52598	AALV01000002	EAP84594.1	IPR020622	PF01168
A9EN91	A9EN91_9RHOB	Unreviewed	345	A9EN91	Phaeobacter gallaeciensis 2.10.	383629	ABIE01000004	EDQ09551.1	IPR020622	PF01168
A9E3R2	A9E3R2_9RHOB	Unreviewed	347	A9E3R2	Oceanibulbus indolifex HEL-45.	391624	ABID01000003	EDQ04897.1	IPR001608	PF01168
A3VWT6	A3VWT6_9RHOB	Unreviewed	345	A3VWT6	Roseovarius sp. 217.	314264	AAMV01000001	EAQ26916.1	IPR020622	PF01168
B5K227	B5K227_9RHOB	Unreviewed	345	B5K227	Octadecabacter antarcticus 238.	391616	DS990628	EDY88616.1	IPR020622	PF01168
A3JYX3	A3JYX3_9RHOB	Unreviewed	345	A3JYX3	Sagittula stellata E-37.	388399	AAYA01000002	EBA09676.1	IPR020622	PF01168
A6FNT0	A6FNT0_9RHOB	Unreviewed	346	A6FNT0	Roseobacter sp. AzwK-3b.	351016	ABCR01000003	EDM71933.1	IPR020622	PF01168
B6BBR7	B6BBR7_9RHOB	Unreviewed	345	B6BBR7	Rhodobacterales bacterium Y4I.	439496	DS995281	EDZ47291.1	IPR020622	PF01168
B6ASW5	B6ASW5_9RHOB	Unreviewed	344	B6ASW5	Rhodobacterales bacterium HTCC2083.	314270	DS995276	EDZ41891.1	IPR001608	PF01168
Q2CFU8	Q2CFU8_9RHOB	Unreviewed	345	Q2CFU8	Oceanicola granulosus HTCC2516.	314256	AAOT01000011	EAR51594.1	IPR020622	PF01168
A9GLD9	A9GLD9_9RHOB	Unreviewed	345	A9GLD9	Phaeobacter gallaeciensis BS107.	391619	ABIF01000011	EDQ11394.1	IPR020622	PF01168
B7QV82	B7QV82_9RHOB	Unreviewed	345	B7QV82	Ruegeria sp. R11.	439497	DS999054	EEB70391.1	IPR020622	PF01168
A0JWH1	A0JWH1_ARTS2	Unreviewed	379	A0JWH1	Arthrobacter sp. (strain FB24).	290399	CP000454	ABK03391.1	IPR001608	PF01168
A3PIR7	ALR_RHOS1	Reviewed	349	A3PIR7	Rhodobacter sphaeroides (strain ATCC 17029 / ATH 2.4.9).	349101	CP000577	ABN76233.1	IPR001608	PF01168
Q3SH36	ALR_THIDA	Reviewed	367	Q3SH36	Thiobacillus denitrificans (strain ATCC 25259).	292415	CP000116	AAZ98053.1	IPR020622	PF01168
A3VDB8	A3VDB8_9RHOB	Unreviewed	349	A3VDB8	Rhodobacterales bacterium HTCC2654.	314271	AAMT01000004	EAQ13507.1	IPR020622	PF01168
B5Y9T8	ALR_COPPD	Reviewed	348	B5Y9T8	Coprothermobacter proteolyticus (strain ATCC 35245 / DSM 5265 / BT).	309798	CP001145	ACI17536.1	IPR020622	PF01168
A4WRF5	ALR_RHOS5	Reviewed	349	A4WRF5	Rhodobacter sphaeroides (strain ATCC 17025 / ATH 2.4.3).	349102	CP000661	ABP69969.1	IPR020622	PF01168
A4GI36	A4GI36_9BACT	Unreviewed	360	A4GI36	uncultured marine bacterium EB0_41B09.	415438	EF089400	ABL97747.1	IPR020622	PF01168
Q3J3L4	ALR_RHOS4	Reviewed	349	Q3J3L4	158).	272943	CP000143	ABA78620.1	IPR001608	PF01168
B9KQC8	ALR_RHOSK	Reviewed	349	B9KQC8	Rhodobacter sphaeroides (strain KD131 / KCTC 12085).	557760	CP001150	ACM00635.1	IPR001608	PF01168
B4WXV5	B4WXV5_9GAMM	Unreviewed	353	B4WXV5	Alcanivorax sp. DG881.	236097	DS989915	EDX87934.1	IPR001608	PF01168
A3JUP6	A3JUP6_9RHOB	Unreviewed	348	A3JUP6	Rhodobacterales bacterium HTCC2150.	388401	AAXZ01000007	EBA02720.1	IPR020622	PF01168
Q0VMG4	ALR_ALCBS	Reviewed	353	Q0VMG4	Alcanivorax borkumensis (strain SK2 / ATCC 700651 / DSM 11573).	393595	AM286690	CAL17634.1	IPR001608	PF01168
B6BU54	B6BU54_9PROT	Unreviewed	357	B6BU54	beta proteobacterium KB13.	314607	DS995299	EDZ64892.1	IPR020622	PF01168
A8LRT3	ALR_DINSH	Reviewed	349	A8LRT3	Dinoroseobacter shibae (strain DFL 12).	398580	CP000830	ABV94114.1	IPR020622	PF01168
A5EW54	ALR_DICNV	Reviewed	357	A5EW54	Dichelobacter nodosus (strain VCS1703A).	246195	CP000513	ABQ13078.1	IPR020622	PF01168
B9Z7F0	B9Z7F0_9NEIS	Unreviewed	355	B9Z7F0	Lutiella nitroferrum 2002.	279714	ACIS01000009	EEG07465.1	IPR020622	PF01168
B4RCZ0	B4RCZ0_PHEZH	Unreviewed	220	B4RCZ0	Phenylobacterium zucineum (strain HLK1).	450851	CP000747	ACG79922.1	IPR011078	PF01168
Q9HTQ2	ALR2_PSEAE	Reviewed	357	Q9HTQ2	Pseudomonas aeruginosa.	287	AE004091	AAG08687.1	IPR020622	PF01168
Q9JTA6	ALR_NEIMA	Reviewed	352	Q9JTA6	Neisseria meningitidis serogroup A.	65699	AL157959	CAM09022.1	IPR020622	PF01168
Q8P4R0	ALR_XANCP	Reviewed	360	Q8P4R0	Xanthomonas campestris pv. campestris.	340	AE008922	AAM42917.1	IPR020622	PF01168
Q4UQB5	ALR_XANC8	Reviewed	360	Q4UQB5	Xanthomonas campestris pv. campestris (strain 8004).	314565	CP000050	AAY50758.1	IPR020622	PF01168
C1HYN8	C1HYN8_NEIGO	Unreviewed	352	C1HYN8	Neisseria gonorrhoeae 1291.	528345	DS999937	EEH62474.1	IPR020622	PF01168
C0F5Z1										
Q88CB2	Q88CB2_PSEPK	Unreviewed	357	Q88CB2	Pseudomonas putida (strain KT2440).	160488	AE015451	AAN70834.1	IPR020622	PF01168
C4GMF6	C4GMF6_9NEIS	Unreviewed	351	C4GMF6	Kingella oralis ATCC 51147.	629741	ACJW02000007	EEP66914.1	IPR020622	PF01168
C1XNA3										
A5WAY7	A5WAY7_PSEP1	Unreviewed	357	A5WAY7	Pseudomonas putida (strain F1 / ATCC 700007).	351746	CP000712	ABQ81297.1	IPR020622	PF01168
B1J4P4	B1J4P4_PSEPW	Unreviewed	357	B1J4P4	Pseudomonas putida (strain W619).	390235	CP000949	ACA70707.1	IPR020622	PF01168
A3L1W4	A3L1W4_PSEAE	Unreviewed	357	A3L1W4	Pseudomonas aeruginosa C3719.	350704	CH482383	EAZ55445.1	IPR020622	PF01168
Q48PY9	ALR_PSE14	Reviewed	357	Q48PY9	Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6).	264730	CP000058	AAZ36688.1	IPR020622	PF01168
